t [s],v [É m/sec]
143.08,-5.182
143.09,-6.343
143.1,-7.386
143.11,-8.251
143.12,-9.242
143.13,-10.14
143.14,-10.689
143.15,-11.132
143.16,-10.975
143.17,-10.556
143.18,-9.356
143.19,-7.56
143.2,-5.349
143.21,-3.254
143.22,-0.653
143.23,1.926
143.24,4.124
143.25,6.289
143.26,8.513
143.27,10.716
143.28,12.491
143.29,13.267
143.3,13.328
143.31,12.469
143.32,11.274
143.33,10.06
143.34,7.837
143.35,5.315
143.36,3.076
143.37,0.89
143.38,-1.826
143.39,-4.702
143.4,-7.481
143.41,-10.045
143.42,-12.371
143.43,-13.471
143.44,-13.617
143.45,-12.868
143.46,-10.724
143.47,-7.816
143.48,-4.418
143.49,-1.336
143.5,1.524
143.51,4.576
143.52,8.01
143.53,11.103
143.54,13.375
143.55,15.129
143.56,16.882
143.57,18.444
143.58,19.578
143.59,19.979
143.6,19.705
143.61,19.343
143.62,18.228
143.63,16.273
143.64,13.456
143.65,10.101
143.66,6.46
143.67,2.312
143.68,-1.721
143.69,-5.278
143.7,-8.708
143.71,-11.586
143.72,-13.45
143.73,-14.326
143.74,-13.921
143.75,-12.904
143.76,-11.159
143.77,-8.713
143.78,-6.006
143.79,-3.137
143.8,-0.285
143.81,3.427
143.82,7.296
143.83,11.193
143.84,14.62
143.85,17.468
143.86,19.479
143.87,20.238
143.88,20.544
143.89,20.021
143.9,19.138
143.91,17.379
143.92,13.901
143.93,10.019
143.94,5.84
143.95,1.207
143.96,-3.04
143.97,-7.271
143.98,-11.222
143.99,-14.813
144,-17.52
144.01,-19.2
144.02,-19.946
144.03,-19.625
144.04,-18.145
144.05,-15.889
144.06,-12.592
144.07,-8.412
144.08,-4.108
144.09,0.449
144.1,5.077
144.11,8.856
144.12,12.681
144.13,16.307
144.14,19.033
144.15,21.04
144.16,21.45
144.17,21.526
144.18,21.35
144.19,20.16
144.2,18.933
144.21,16.968
144.22,14.613
144.23,11.476
144.24,7.828
144.25,3.881
144.26,-0.284
144.27,-4.22
144.28,-7.995
144.29,-11.04
144.3,-13.474
144.31,-14.841
144.32,-15.53
144.33,-15.16
144.34,-14
144.35,-12.807
144.36,-11.179
144.37,-9.36
144.38,-7.354
144.39,-5.135
144.4,-2.925
144.41,-0.834
144.42,1.307
144.43,2.924
144.44,4.398
144.45,5.972
144.46,6.643
144.47,6.96
144.48,7.022
144.49,6.753
144.5,6.231
144.51,4.995
144.52,3.528
144.53,2.134
144.54,0.921
144.55,0.025
144.56,-0.777
144.57,-0.551
144.58,-0.52
144.59,-0.563
144.6,-0.069
144.61,1.062
144.62,2.222
144.63,3.082
144.64,3.912
144.65,5.016
144.66,5.858
144.67,6.718
144.68,7.485
144.69,8.355
144.7,8.815
144.71,9.166
144.72,9.209
144.73,8.989
144.74,8.442
144.75,7.741
144.76,6.156
144.77,3.927
144.78,1.263
144.79,-1.629
144.8,-4.698
144.81,-7.575
144.82,-10.321
144.83,-12.596
144.84,-14.787
144.85,-16.774
144.86,-18.506
144.87,-19.686
144.88,-20.29
144.89,-19.758
144.9,-18.664
144.91,-16.743
144.92,-14.535
144.93,-10.908
144.94,-6.104
144.95,-0.146
144.96,5.143
144.97,10.072
144.98,15.113
144.99,20.089
145,24.87
145.01,28.707
145.02,32.044
145.03,34.284
145.04,35.403
145.05,35.584
145.06,34.268
145.07,31.527
145.08,27.201
145.09,21.317
145.1,14.274
145.11,6.538
145.12,-1.584
145.13,-9.732
145.14,-17.129
145.15,-24.366
145.16,-30.817
145.17,-36.129
145.18,-41.014
145.19,-45.037
145.2,-47.48
145.21,-47.912
145.22,-46.568
145.23,-42.956
145.24,-37.614
145.25,-30.981
145.26,-22.931
145.27,-14.229
145.28,-5.548
145.29,2.839
145.3,11.346
145.31,19.536
145.32,26.156
145.33,31.762
145.34,36.371
145.35,39.624
145.36,41.589
145.37,41.427
145.38,39.118
145.39,35.457
145.4,30.552
145.41,24.284
145.42,17.271
145.43,10.125
145.44,2.481
145.45,-5.428
145.46,-12.68
145.47,-19.56
145.48,-25.838
145.49,-31.444
145.5,-35.339
145.51,-37.934
145.52,-38.645
145.53,-38.025
145.54,-35.979
145.55,-32.593
145.56,-28.031
145.57,-22.813
145.58,-16.652
145.59,-10.658
145.6,-4.659
145.61,1.709
145.62,7.742
145.63,13.039
145.64,17.396
145.65,20.381
145.66,22.273
145.67,23.446
145.68,23.538
145.69,22.387
145.7,20.662
145.71,18.012
145.72,14.425
145.73,10.131
145.74,5.899
145.75,1.731
145.76,-1.825
145.77,-5.113
145.78,-8.123
145.79,-10.282
145.8,-11.968
145.81,-12.819
145.82,-12.808
145.83,-11.94
145.84,-10.965
145.85,-9.111
145.86,-7.335
145.87,-5.24
145.88,-3.586
145.89,-2.185
145.9,-0.774
145.91,0.373
145.92,1.681
145.93,2.769
145.94,3.141
145.95,2.759
145.96,1.638
145.97,-0.294
145.98,-2.045
145.99,-4.358
146,-7.379
146.01,-10.454
146.02,-12.986
146.03,-15.044
146.04,-16.435
146.05,-17.212
146.06,-17.296
146.07,-17.029
146.08,-15.962
146.09,-14.004
146.1,-11.262
146.11,-7.376
146.12,-3.608
146.13,0.349
146.14,4.535
146.15,8.17
146.16,11.395
146.17,14.753
146.18,17.614
146.19,20.035
146.2,22.368
146.21,24.506
146.22,25.561
146.23,25.567
146.24,24.726
146.25,22.186
146.26,17.851
146.27,12.797
146.28,7.241
146.29,0.976
146.3,-5.353
146.31,-11.485
146.32,-17.138
146.33,-21.808
146.34,-25.632
146.35,-28.411
146.36,-30.266
146.37,-31.488
146.38,-31.792
146.39,-30.455
146.4,-27.498
146.41,-23.659
146.42,-18.431
146.43,-12.549
146.44,-6.754
146.45,-1.328
146.46,3.969
146.47,10.135
146.48,15.689
146.49,19.977
146.5,23.565
146.51,26.198
146.52,27.359
146.53,27.199
146.54,25.638
146.55,23.414
146.56,20.496
146.57,16.998
146.58,12.744
146.59,7.67
146.6,2.85
146.61,-1.569
146.62,-5.362
146.63,-9.004
146.64,-12.719
146.65,-15.944
146.66,-18.205
146.67,-19.132
146.68,-20.202
146.69,-21.035
146.7,-21.38
146.71,-20.874
146.72,-19.6
146.73,-17.93
146.74,-15.434
146.75,-11.595
146.76,-7.255
146.77,-3.063
146.78,0.134
146.79,3.997
146.8,7.774
146.81,10.988
146.82,13.747
146.83,15.356
146.84,16.225
146.85,16.623
146.86,17.044
146.87,16.804
146.88,16.239
146.89,15.299
146.9,13.563
146.91,11.572
146.92,9.085
146.93,6.05
146.94,3.001
146.95,0.608
146.96,-1.7
146.97,-4.552
146.98,-7.025
146.99,-8.105
147,-8.499
147.01,-8.286
147.02,-7.985
147.03,-7.969
147.04,-8.301
147.05,-8.516
147.06,-8.397
147.07,-7.709
147.08,-6.239
147.09,-4.991
147.1,-3.875
147.11,-2.362
147.12,-0.716
147.13,1.131
147.14,2.765
147.15,3.837
147.16,4.309
147.17,4.192
147.18,4.025
147.19,3.573
147.2,3.615
147.21,3.775
147.22,3.421
147.23,3.139
147.24,2.98
147.25,2.136
147.26,0.868
147.27,-0.015
147.28,-0.767
147.29,-1.415
147.3,-2.031
147.31,-2.906
147.32,-3.014
147.33,-3.319
147.34,-3.423
147.35,-2.797
147.36,-1.961
147.37,-1.049
147.38,0.012
147.39,0.464
147.4,1.065
147.41,2.011
147.42,3.013
147.43,4.279
147.44,4.934
147.45,5.605
147.46,6.659
147.47,8.022
147.48,9.119
147.49,10.106
147.5,10.501
147.51,10.448
147.52,10.334
147.53,9.557
147.54,8.092
147.55,6.495
147.56,4.477
147.57,1.715
147.58,-0.811
147.59,-3.138
147.6,-5.208
147.61,-6.246
147.62,-6.606
147.63,-7.204
147.64,-7.687
147.65,-7.994
147.66,-8.627
147.67,-8.889
147.68,-8.766
147.69,-8.626
147.7,-8.191
147.71,-6.843
147.72,-4.87
147.73,-2.536
147.74,-0.559
147.75,1.157
147.76,2.551
147.77,3.966
147.78,5.234
147.79,6.841
147.8,7.814
147.81,8.272
147.82,8.188
147.83,8.068
147.84,8.133
147.85,7.931
147.86,7.724
147.87,6.928
147.88,5.404
147.89,3.098
147.9,1.211
147.91,-0.692
147.92,-2.545
147.93,-4.387
147.94,-5.98
147.95,-7.114
147.96,-8.533
147.97,-9.114
147.98,-9.031
147.99,-8.884
148,-9
148.01,-8.162
148.02,-6.77
148.03,-5.464
148.04,-3.96
148.05,-2.39
148.06,-0.229
148.07,2.557
148.08,5.571
148.09,8.445
148.1,10.296
148.11,12.233
148.12,14.051
148.13,15.001
148.14,14.196
148.15,12.514
148.16,9.766
148.17,6.663
148.18,2.888
148.19,-1.141
148.2,-4.916
148.21,-8.273
148.22,-11.266
148.23,-13.263
148.24,-14.447
148.25,-15.036
148.26,-14.734
148.27,-13.232
148.28,-10.141
148.29,-6.678
148.3,-2.877
148.31,1.248
148.32,5.554
148.33,10.263
148.34,14.853
148.35,18.63
148.36,22.17
148.37,24.839
148.38,26.343
148.39,26.794
148.4,26.319
148.41,24.512
148.42,21.19
148.43,16.806
148.44,11.92
148.45,6.257
148.46,0.306
148.47,-5.667
148.48,-11.492
148.49,-16.361
148.5,-20.639
148.51,-24.67
148.52,-27.648
148.53,-29.333
148.54,-30.362
148.55,-30.534
148.56,-29.002
148.57,-26.541
148.58,-23.123
148.59,-18.297
148.6,-12.239
148.61,-5.747
148.62,0.903
148.63,7.934
148.64,15.198
148.65,22.098
148.66,27.736
148.67,32.318
148.68,36.099
148.69,38.489
148.7,39.405
148.71,38.538
148.72,36.713
148.73,34.039
148.74,30.249
148.75,25.242
148.76,19.618
148.77,13.374
148.78,5.769
148.79,-2.434
148.8,-9.826
148.81,-17.29
148.82,-24.286
148.83,-30.68
148.84,-35.856
148.85,-40.077
148.86,-42.992
148.87,-44.654
148.88,-44.708
148.89,-43.737
148.9,-41.775
148.91,-38.299
148.92,-32.625
148.93,-25.867
148.94,-18.188
148.95,-9.953
148.96,-1.31
148.97,7.6
148.98,16.92
148.99,25.451
149,33.25
149.01,39.71
149.02,44.873
149.03,47.752
149.04,49.032
149.05,49.332
149.06,47.754
149.07,44.447
149.08,40.13
149.09,34.055
149.1,26.651
149.11,18.398
149.12,9.748
149.13,0.736
149.14,-9.09
149.15,-18.959
149.16,-28.762
149.17,-37.829
149.18,-45.875
149.19,-52.385
149.2,-56.644
149.21,-58.902
149.22,-59.515
149.23,-58.399
149.24,-55.102
149.25,-49.652
149.26,-41.888
149.27,-32.828
149.28,-23.048
149.29,-12.745
149.3,-1.829
149.31,9.536
149.32,19.896
149.33,29.767
149.34,38.75
149.35,46.559
149.36,52.813
149.37,57.439
149.38,60.425
149.39,61.522
149.4,60.321
149.41,56.199
149.42,50.099
149.43,42.383
149.44,33.082
149.45,22.796
149.46,12.329
149.47,2.226
149.48,-8.158
149.49,-18.266
149.5,-28.188
149.51,-37.419
149.52,-45.618
149.53,-51.802
149.54,-55.272
149.55,-57.433
149.56,-56.961
149.57,-54.364
149.58,-49.52
149.59,-43.093
149.6,-35.422
149.61,-26.977
149.62,-17.882
149.63,-7.757
149.64,3.122
149.65,12.988
149.66,22.017
149.67,30.357
149.68,37.221
149.69,42.977
149.7,47.696
149.71,50.897
149.72,52.494
149.73,52.334
149.74,50.127
149.75,45.537
149.76,40.035
149.77,33.125
149.78,24.881
149.79,16.217
149.8,7.095
149.81,-2.114
149.82,-10.351
149.83,-18.24
149.84,-25.327
149.85,-30.894
149.86,-34.971
149.87,-36.978
149.88,-37.026
149.89,-35.779
149.9,-33.698
149.91,-30.847
149.92,-26.81
149.93,-22.155
149.94,-16.546
149.95,-10.172
149.96,-4.114
149.97,2.11
149.98,7.926
149.99,13.587
150,18.024
150.01,21.316
150.02,23.932
150.03,25.101
150.04,24.979
150.05,24.107
150.06,22.767
150.07,20.6
150.08,17.837
150.09,14.245
150.1,10.343
150.11,6.127
150.12,1.896
150.13,-2.237
150.14,-6.489
150.15,-10.529
150.16,-13.933
150.17,-16.696
150.18,-18.475
150.19,-19.29
150.2,-19.423
150.21,-18.54
150.22,-16.337
150.23,-13.234
150.24,-9.966
150.25,-7.019
150.26,-4.441
150.27,-1.879
150.28,0.52
150.29,2.828
150.3,4.633
150.31,5.939
150.32,6.052
150.33,6.251
150.34,6.667
150.35,6.642
150.36,6.077
150.37,4.65
150.38,3.052
150.39,1.198
150.4,-0.951
150.41,-3.21
150.42,-5.274
150.43,-7.271
150.44,-9.247
150.45,-10.828
150.46,-11.727
150.47,-11.897
150.48,-12.293
150.49,-12.209
150.5,-11.376
150.51,-10.488
150.52,-8.8
150.53,-6.727
150.54,-4.743
150.55,-2.775
150.56,-0.807
150.57,1.559
150.58,4.548
150.59,7.672
150.6,10
150.61,11.355
150.62,12.697
150.63,13.598
150.64,13.813
150.65,13.112
150.66,11.417
150.67,9.045
150.68,6.605
150.69,3.536
150.7,0.403
150.71,-2.062
150.72,-3.768
150.73,-5.363
150.74,-7.132
150.75,-9.055
150.76,-10.457
150.77,-11.612
150.78,-12.596
150.79,-12.997
150.8,-12.241
150.81,-10.281
150.82,-8.119
150.83,-6.152
150.84,-4.194
150.85,-1.883
150.86,0.537
150.87,3.144
150.88,4.781
150.89,5.75
150.9,6.479
150.91,7.314
150.92,7.977
150.93,8.879
150.94,9.518
150.95,10.154
150.96,10.272
150.97,10.152
150.98,10.249
150.99,10.147
151,9.836
151.01,9.871
151.02,9.664
151.03,9.054
151.04,7.632
151.05,5.626
151.06,2.734
151.07,-0.118
151.08,-2.868
151.09,-5.503
151.1,-7.767
151.11,-10.272
151.12,-12.077
151.13,-13.133
151.14,-13.604
151.15,-13.866
151.16,-14.525
151.17,-14.562
151.18,-14.239
151.19,-13.274
151.2,-11.873
151.21,-10.404
151.22,-8.82
151.23,-6.643
151.24,-4.325
151.25,-1.542
151.26,2.037
151.27,5.49
151.28,8.291
151.29,11.199
151.3,14.191
151.31,16.46
151.32,18.298
151.33,19.476
151.34,20.088
151.35,20.143
151.36,19.678
151.37,19.339
151.38,19.158
151.39,18.171
151.4,16.059
151.41,13.244
151.42,9.515
151.43,5.42
151.44,0.986
151.45,-4.046
151.46,-8.742
151.47,-13.153
151.48,-16.858
151.49,-20.474
151.5,-23.567
151.51,-25.443
151.52,-26.597
151.53,-27.115
151.54,-27.058
151.55,-26.586
151.56,-25.218
151.57,-22.206
151.58,-19.009
151.59,-15.297
151.6,-11.037
151.61,-6.603
151.62,-1.871
151.63,3.406
151.64,8.305
151.65,13.116
151.66,17.712
151.67,21.333
151.68,23.836
151.69,25.693
151.7,27.115
151.71,28.333
151.72,28.265
151.73,26.993
151.74,24.854
151.75,21.785
151.76,17.607
151.77,12.842
151.78,7.589
151.79,2.697
151.8,-1.979
151.81,-6.291
151.82,-10.609
151.83,-14.035
151.84,-16.916
151.85,-18.992
151.86,-20.117
151.87,-21.161
151.88,-21.894
151.89,-21.862
151.9,-20.803
151.91,-19.359
151.92,-16.983
151.93,-14.056
151.94,-10.094
151.95,-5.726
151.96,-1.259
151.97,2.815
151.98,6.763
151.99,10.299
152,12.788
152.01,14.795
152.02,15.908
152.03,16.202
152.04,15.618
152.05,15.028
152.06,13.673
152.07,11.663
152.08,9.658
152.09,7.606
152.1,5.057
152.11,1.884
152.12,-1.153
152.13,-4.642
152.14,-8.207
152.15,-11
152.16,-13.371
152.17,-15.434
152.18,-16.564
152.19,-16.858
152.2,-16.791
152.21,-16.284
152.22,-15.171
152.23,-13.824
152.24,-12.073
152.25,-9.729
152.26,-6.923
152.27,-4.114
152.28,-1.267
152.29,1.426
152.3,3.914
152.31,6.645
152.32,9.05
152.33,11.025
152.34,12.505
152.35,13.657
152.36,14.619
152.37,14.918
152.38,14.915
152.39,14.889
152.4,14.228
152.41,12.437
152.42,9.526
152.43,6.262
152.44,3.04
152.45,-0.479
152.46,-3.894
152.47,-7.82
152.48,-11.87
152.49,-15.71
152.5,-18.839
152.51,-21.858
152.52,-24.348
152.53,-25.763
152.54,-26.062
152.55,-25.351
152.56,-23.916
152.57,-21.343
152.58,-17.7
152.59,-12.955
152.6,-7.801
152.61,-2.621
152.62,2.12
152.63,6.724
152.64,11.451
152.65,15.373
152.66,18.76
152.67,21.58
152.68,23.235
152.69,24.435
152.7,24.98
152.71,23.691
152.72,21.018
152.73,17.252
152.74,12.354
152.75,7.054
152.76,1.773
152.77,-3.334
152.78,-8.182
152.79,-12.653
152.8,-16.193
152.81,-20.002
152.82,-23.237
152.83,-25.623
152.84,-27.256
152.85,-28.098
152.86,-27.368
152.87,-25.447
152.88,-22.92
152.89,-19.433
152.9,-15.789
152.91,-11.552
152.92,-6.288
152.93,-0.442
152.94,5.565
152.95,11.858
152.96,17.204
152.97,21.944
152.98,25.976
152.99,29.292
153,32.373
153.01,34.927
153.02,36.069
153.03,36.008
153.04,34.218
153.05,30.707
153.06,26.516
153.07,21.55
153.08,15.134
153.09,8.158
153.1,1.087
153.11,-6.269
153.12,-12.92
153.13,-19.133
153.14,-24.191
153.15,-28.595
153.16,-32.515
153.17,-35.846
153.18,-37.912
153.19,-37.352
153.2,-35.121
153.21,-31.354
153.22,-26.203
153.23,-19.646
153.24,-12.493
153.25,-4.745
153.26,2.97
153.27,10.819
153.28,18.866
153.29,26.041
153.3,31.676
153.31,35.997
153.32,39.643
153.33,42.001
153.34,43.352
153.35,43.369
153.36,41.684
153.37,37.907
153.38,33.002
153.39,27.037
153.4,20.308
153.41,13.496
153.42,5.814
153.43,-2.873
153.44,-10.84
153.45,-17.617
153.46,-23.007
153.47,-27.164
153.48,-30.347
153.49,-32.122
153.5,-32.428
153.51,-31.427
153.52,-28.72
153.53,-25.143
153.54,-21.581
153.55,-17.189
153.56,-11.972
153.57,-6.142
153.58,-0.221
153.59,6.026
153.6,11.695
153.61,16.521
153.62,20.291
153.63,22.892
153.64,24.623
153.65,24.868
153.66,24.033
153.67,21.779
153.68,18.823
153.69,15.301
153.7,11.271
153.71,6.999
153.72,2.588
153.73,-1.323
153.74,-4.591
153.75,-7.139
153.76,-9.795
153.77,-11.859
153.78,-13.752
153.79,-14.952
153.8,-15.784
153.81,-15.595
153.82,-14.135
153.83,-12.162
153.84,-10.132
153.85,-7.96
153.86,-6.08
153.87,-3.635
153.88,-1.106
153.89,1.063
153.9,2.587
153.91,3.562
153.92,3.866
153.93,3.835
153.94,3.719
153.95,3.509
153.96,3.453
153.97,3.772
153.98,3.974
153.99,3.521
154,2.598
154.01,2.336
154.02,2.055
154.03,2.185
154.04,2.535
154.05,2.929
154.06,2.907
154.07,2.783
154.08,2.715
154.09,2.75
154.1,2.697
154.11,3.108
154.12,3.02
154.13,2.473
154.14,1.041
154.15,-0.007
154.16,-0.949
154.17,-2.432
154.18,-4.355
154.19,-6.299
154.2,-7.937
154.21,-9.055
154.22,-10.236
154.23,-11.435
154.24,-12.355
154.25,-13.407
154.26,-13.965
154.27,-14.012
154.28,-13.122
154.29,-10.945
154.3,-7.819
154.31,-4.381
154.32,-1.199
154.33,1.859
154.34,5.162
154.35,9.062
154.36,12.795
154.37,15.84
154.38,17.976
154.39,18.757
154.4,19.192
154.41,19.596
154.42,19.668
154.43,19.571
154.44,18.223
154.45,16.32
154.46,13.36
154.47,10.64
154.48,7.585
154.49,4.23
154.5,0.966
154.51,-2.446
154.52,-6.505
154.53,-9.937
154.54,-13.145
154.55,-15.616
154.56,-16.841
154.57,-17.321
154.58,-17.414
154.59,-17.171
154.6,-15.598
154.61,-13.206
154.62,-10.555
154.63,-7.316
154.64,-4.164
154.65,-1.273
154.66,1.729
154.67,4.49
154.68,7.235
154.69,9.394
154.7,11.208
154.71,12.07
154.72,11.854
154.73,11.129
154.74,9.903
154.75,8.775
154.76,7.711
154.77,6.968
154.78,5.348
154.79,3.168
154.8,0.945
154.81,-1.363
154.82,-3.29
154.83,-5.015
154.84,-7.03
154.85,-8.45
154.86,-9.578
154.87,-9.733
154.88,-9.761
154.89,-9.812
154.9,-8.916
154.91,-7.457
154.92,-6.845
154.93,-5.911
154.94,-4.582
154.95,-3.421
154.96,-2.634
154.97,-1.212
154.98,-0.115
154.99,1.126
155,3.013
155.01,5.187
155.02,7.218
155.03,8.481
155.04,8.593
155.05,8.48
155.06,8.055
155.07,7.054
155.08,5.93
155.09,4.816
155.1,3.374
155.11,1.533
155.12,0.036
155.13,-1.698
155.14,-3.88
155.15,-5.726
155.16,-7.762
155.17,-9.668
155.18,-11.389
155.19,-12.61
155.2,-13.552
155.21,-14.177
155.22,-13.761
155.23,-12.402
155.24,-10.013
155.25,-7.401
155.26,-4.302
155.27,-1.159
155.28,1.619
155.29,4.84
155.3,8.131
155.31,11.051
155.32,13.543
155.33,15.702
155.34,17.221
155.35,18.333
155.36,18.858
155.37,18.774
155.38,17.347
155.39,14.663
155.4,10.669
155.41,5.493
155.42,0.26
155.43,-5.491
155.44,-11.068
155.45,-16.13
155.46,-21.208
155.47,-25.531
155.48,-28.847
155.49,-31.346
155.5,-32.443
155.51,-32.596
155.52,-31.273
155.53,-28.676
155.54,-23.846
155.55,-17.948
155.56,-11.003
155.57,-3.049
155.58,4.511
155.59,11.985
155.6,19.253
155.61,25.093
155.62,29.702
155.63,33.149
155.64,35.307
155.65,36.155
155.66,35.86
155.67,35.015
155.68,32.68
155.69,28.856
155.7,24.672
155.71,19.683
155.72,13.921
155.73,7.81
155.74,2.018
155.75,-3.493
155.76,-9.295
155.77,-13.786
155.78,-17.297
155.79,-19.896
155.8,-21.478
155.81,-22.476
155.82,-23.147
155.83,-23.21
155.84,-23.199
155.85,-22.212
155.86,-19.933
155.87,-16.422
155.88,-12.93
155.89,-9.457
155.9,-5.516
155.91,-1.551
155.92,2.27
155.93,6.742
155.94,10.907
155.95,14.261
155.96,16.675
155.97,18.674
155.98,19.8
155.99,20.659
156,21.059
156.01,21.178
156.02,20.732
156.03,19.382
156.04,17.835
156.05,15.963
156.06,13.839
156.07,11.762
156.08,8.864
156.09,5.587
156.1,2.615
156.11,-0.4
156.12,-3.551
156.13,-6.429
156.14,-8.932
156.15,-10.956
156.16,-13.266
156.17,-14.949
156.18,-16.127
156.19,-16.902
156.2,-17.697
156.21,-18.205
156.22,-18.345
156.23,-18.16
156.24,-17.601
156.25,-16.282
156.26,-14.238
156.27,-11.373
156.28,-8.711
156.29,-5.765
156.3,-2.82
156.31,0.646
156.32,4.033
156.33,6.888
156.34,9.479
156.35,11.88
156.36,13.926
156.37,15.107
156.38,15.236
156.39,14.745
156.4,13.792
156.41,12.578
156.42,10.61
156.43,8.913
156.44,7.07
156.45,4.804
156.46,1.618
156.47,-2.074
156.48,-6.013
156.49,-9.446
156.5,-12.122
156.51,-13.804
156.52,-15.242
156.53,-16.583
156.54,-17.871
156.55,-18.774
156.56,-19.318
156.57,-19.549
156.58,-18.904
156.59,-16.901
156.6,-14.567
156.61,-12.154
156.62,-9.326
156.63,-6.542
156.64,-3.507
156.65,-0.087
156.66,2.905
156.67,4.992
156.68,7.345
156.69,9.847
156.7,12.704
156.71,15.334
156.72,16.979
156.73,17.815
156.74,18.116
156.75,17.917
156.76,17.353
156.77,16.142
156.78,14.526
156.79,12.306
156.8,9.381
156.81,5.984
156.82,2.876
156.83,-0.239
156.84,-3.572
156.85,-6.965
156.86,-9.68
156.87,-12.233
156.88,-15
156.89,-17.522
156.9,-19.16
156.91,-20.717
156.92,-21.518
156.93,-21.806
156.94,-20.974
156.95,-19.213
156.96,-16.538
156.97,-13.403
156.98,-9.764
156.99,-6.435
157,-2.439
157.01,1.136
157.02,4.207
157.03,6.758
157.04,9.593
157.05,12.685
157.06,15.171
157.07,16.956
157.08,18.019
157.09,18.087
157.1,17.405
157.11,16.409
157.12,14.752
157.13,12.976
157.14,11.197
157.15,9.023
157.16,6.322
157.17,3.856
157.18,1.417
157.19,-0.788
157.2,-2.349
157.21,-3.731
157.22,-5.058
157.23,-6.144
157.24,-7.041
157.25,-7.304
157.26,-6.595
157.27,-5.343
157.28,-4.238
157.29,-3.317
157.3,-1.949
157.31,-0.141
157.32,1.854
157.33,3.23
157.34,4.586
157.35,5.225
157.36,4.799
157.37,4.337
157.38,3.794
157.39,3.333
157.4,3
157.41,2.923
157.42,2.796
157.43,2.855
157.44,2.404
157.45,1.674
157.46,1.198
157.47,0.496
157.48,-0.245
157.49,-0.861
157.5,-1.005
157.51,-0.635
157.52,-0.314
157.53,-0.209
157.54,-0.034
157.55,0.375
157.56,0.353
157.57,0.909
157.58,1.666
157.59,2.432
157.6,3.088
157.61,4.09
157.62,4.917
157.63,5.601
157.64,6.398
157.65,7.291
157.66,7.234
157.67,6.787
157.68,6.372
157.69,6.262
157.7,5.622
157.71,5.005
157.72,4.364
157.73,3.138
157.74,1.36
157.75,-0.292
157.76,-1.761
157.77,-2.899
157.78,-4.106
157.79,-5.367
157.8,-6.109
157.81,-6.925
157.82,-7.21
157.83,-6.337
157.84,-5.208
157.85,-3.667
157.86,-2.62
157.87,-2.013
157.88,-1.436
157.89,-0.61
157.9,0.253
157.91,0.729
157.92,1.248
157.93,1.479
157.94,1.702
157.95,1.945
157.96,2.751
157.97,3.586
157.98,4.282
157.99,5.089
158,5.546
158.01,5.958
158.02,6.432
158.03,7.091
158.04,7.867
158.05,8.455
158.06,8.776
158.07,8.866
158.08,8.376
158.09,7.688
158.1,6.619
158.11,5.174
158.12,3.679
158.13,2.326
158.14,1.427
158.15,0.779
158.16,-0.428
158.17,-2.298
158.18,-4.128
158.19,-6.611
158.2,-8.44
158.21,-9.598
158.22,-10.126
158.23,-10.545
158.24,-10.676
158.25,-10.196
158.26,-9.438
158.27,-8.753
158.28,-7.522
158.29,-6.176
158.3,-4.634
158.31,-3.087
158.32,-1.181
158.33,0.72
158.34,2.177
158.35,3.695
158.36,5.084
158.37,6.245
158.38,7.446
158.39,8.066
158.4,8.581
158.41,8.592
158.42,8.171
158.43,7.399
158.44,6.928
158.45,6.526
158.46,5.669
158.47,4.254
158.48,2.327
158.49,-0.335
158.5,-2.843
158.51,-4.626
158.52,-5.446
158.53,-6.48
158.54,-7.466
158.55,-7.991
158.56,-8.316
158.57,-8.695
158.58,-8.854
158.59,-8.957
158.6,-9.548
158.61,-10.657
158.62,-11.085
158.63,-10.788
158.64,-10.407
158.65,-9.275
158.66,-7.744
158.67,-6.242
158.68,-4.72
158.69,-3.228
158.7,-1.551
158.71,0.42
158.72,2.088
158.73,3.953
158.74,6.447
158.75,9.303
158.76,11.78
158.77,14.605
158.78,16.866
158.79,18.536
158.8,19.936
158.81,20.613
158.82,20.323
158.83,19.792
158.84,18.894
158.85,17.934
158.86,15.882
158.87,13.185
158.88,9.402
158.89,4.579
158.9,-0.415
158.91,-5.269
158.92,-9.833
158.93,-14.364
158.94,-18.77
158.95,-22.832
158.96,-25.984
158.97,-27.892
158.98,-28.709
158.99,-29
159,-27.971
159.01,-26.412
159.02,-24.063
159.03,-20.413
159.04,-15.817
159.05,-10.836
159.06,-5.695
159.07,-0.664
159.08,4.23
159.09,9.102
159.1,13.328
159.11,16.742
159.12,19.768
159.13,21.834
159.14,23.076
159.15,23.597
159.16,23.13
159.17,22.021
159.18,19.654
159.19,16.385
159.2,12.342
159.21,7.369
159.22,1.953
159.23,-2.888
159.24,-7.202
159.25,-11.368
159.26,-14.954
159.27,-17.825
159.28,-19.743
159.29,-20.983
159.3,-21.471
159.31,-21.518
159.32,-20.782
159.33,-18.781
159.34,-15.838
159.35,-12.423
159.36,-8.303
159.37,-3.925
159.38,0.048
159.39,3.329
159.4,6.375
159.41,9.037
159.42,11.257
159.43,12.496
159.44,13.327
159.45,13.933
159.46,13.984
159.47,14.212
159.48,14.011
159.49,13.333
159.5,12.277
159.51,10.909
159.52,9.477
159.53,8.018
159.54,6.084
159.55,3.653
159.56,1.115
159.57,-1.336
159.58,-3.231
159.59,-4.652
159.6,-5.746
